Job Title,Company Name,Location,Sector
Data Scientist,"Dun & Bradstreet
3.1","Austin, TX",Information Technology
Data Analyst,"AlertMedia
5.0","Austin, TX",Information Technology
Data Engineer,"Balyasny Asset Management
3.9","Austin, TX",Finance
Data scientist,"Mott MacDonald
3.7","Austin, TX",Business Services
"Data Scientist, Product Analytics","Facebook
4.5","Austin, TX",Information Technology
"Data Scientist Consultant, Cloud Support Data and Analytics","Google
4.4","Austin, TX",Information Technology
Data Scientist - Analytics,"The Zebra
3.9","Austin, TX",Insurance
Data Scientist,"Jabil Circuit
3.7","Austin, TX",Manufacturing
Associate Data Engineer,"SciPlay
4.5","Austin, TX",Media
Data Scientist (Marketing Analytics),"Whole Foods Market
3.6","Austin, TX",Retail
Data Scientist - Strategic Data Solutions,"Apple
4.1","Austin, TX",Information Technology
Data Scientist,"eBay
3.6","Austin, TX",Information Technology
Data Scientist,"CloudFlare
3.7","Austin, TX",Information Technology
Data Scientist - Nationwide Opportunities,"Amazon
3.9","Austin, TX",Information Technology
Remote Sensing Data Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Lead Data Scientist,"Zynga
4.1","Austin, TX",Media
Data Scientist (remote),"Thrivent
3.3","Austin, TX",Insurance
Federal - Data Scientist,"Solekai Systems Corp
4.2","Austin, TX",Information Technology
Data Scientist,"CACI International
3.6","Austin, TX",Aerospace & Defense
"Data Scientist, Ad Platforms/Data Insights","Apple
4.1","Austin, TX",Information Technology
Business Intelligence Analyst II (6 Month Contract),"Electronic Arts
3.9","Austin, TX",Media
Data Scientist,GradTests (gradtests.com),"Austin, TX",-1
Statistician (Data Scientist) *12 month Roster* *Direct Hire*,"Internal Revenue Service
3.5","Austin, TX",Government
Junior Data Engineer,"Applied Information Sciences
4.5","Austin, TX",Information Technology
Senior Data & Applied Scientist,"Microsoft
4.3","Austin, TX",Information Technology
"Recruiting Manager, Data Science","Facebook
4.5","Austin, TX",Information Technology
Data Analyst I,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Data Scientist,"Federal Data Systems
3.1","Austin, TX",Information Technology
Data Analyst,"Indeed
3.7","Austin, TX",Information Technology
Data Scientist,"NGENERA CORPORATION
2.2","Austin, TX",Information Technology
Data Analyst,"Zynga
4.1","Austin, TX",Media
Data Scientist,SubjectWell,"Austin, TX",-1
Machine Learning Scientist,"Apple
4.1","Austin, TX",Information Technology
Data Scientist,"Horne LLP
3.1","Austin, TX",Accounting & Legal
Healthcare Data Analyst - Remote,"Allscripts
3.3","Austin, TX",Information Technology
"Architect, Data Intelligence","Blackbaud
3.6","Austin, TX",Information Technology
Machine Learning Engineer,"PayPal
3.9","Austin, TX",Information Technology
Data Science Engineer,"Apple
4.1","Austin, TX",Information Technology
Senior Data Scientist,"Hotels.com
3.6","Austin, TX",Information Technology
Machine Learning Engineer,"Enview
5.0","Austin, TX",Information Technology
"Data Analyst, Trust & Safety","TaskRabbit
4.1","Austin, TX",Information Technology
Staff Big Data Engineer,"Integral Ad Science
3.5","Austin, TX",Information Technology
Data Analyst,"Horne LLP
3.1","Austin, TX",Accounting & Legal
"Senior Data Scientist, Ad Platforms","Apple
4.1","Austin, TX",Information Technology
Quantum Data Scientist (Industrial-Process sector),"IBM
3.7","Austin, TX",Information Technology
Lead Data Scientist,"Clockwork Solutions
3.8","Austin, TX",Information Technology
Data Analyst,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Applied Machine Learning Scientist,"CognitiveScale
2.6","Austin, TX",Information Technology
Data Scientist (ML and Image Processing),"Signature Science
3.1","Austin, TX",Business Services
Data Analyst,"CYNET SYSTEMS
4.0","Austin, TX",Information Technology
Junior Data Analyst,"Assembly
4.4","Austin, TX",Business Services
Quantitative Researcher,"DRW Trading Group
3.9","Austin, TX",Finance
Remote Sensing Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Senior Data Scientist,"Sense Corp
3.8","Austin, TX",Accounting & Legal
Lead Data Scientist – Secret Clearance Required,"Deloitte
3.9","Austin, TX",Accounting & Legal
Data Engineer,"RunTitle
4.2","Austin, TX","Oil, Gas, Energy & Utilities"
AppleCare Business Insight Data Scientist,"Apple
4.1","Austin, TX",Information Technology
Business Data Analyst,"Pushnami
4.6","Austin, TX",Business Services
Principal Data Scientist,"Clockwork Solutions
3.8","Austin, TX",Information Technology
Remote Senior Data Scientist (Healthcare / Claims Data),"CyberCoders
4.2","Austin, TX",Business Services
"Search Data Scientist, Apple Media Products","Apple
4.1","Austin, TX",Information Technology
Data Analyst,"NxStage
3.5","Austin, TX",Manufacturing
Cybersecurity Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Research Engineering/ Scientist Assistant,"The University of Texas at Austin
4.3","Austin, TX",Education
"Data Scientist, AMP Commerce/ Payments/ Subscription Analytics","Apple
4.1","Austin, TX",Information Technology
Data Engineer,"Apple
4.1","Austin, TX",Information Technology
Principal Data Scientist- Public Sector,"IBM
3.7","Austin, TX",Information Technology
"Principal Data Scientist-Developer Experience (SDK, CLI, Developer Services (Join OCI-SDE)","Oracle
3.6","Austin, TX",Information Technology
EDI Data Analyst,"KGS
4.7","Austin, TX",Finance
"Content Data Scientist, Apple Media Products Data Science","Apple
4.1","Austin, TX",Information Technology
Junior Data Analyst,"Assembly
2.7","Austin, TX",Business Services
Junior Data Analyst,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Artificial Intelligence Research Scientist,"Cubic
3.3","Austin, TX",Aerospace & Defense
Data Analyst,"Fresenius Medical Care
3.2","Austin, TX",Manufacturing
Unpaid Internship for Data Driven Sports Consulting Position,"EDGE10 Group
3.7","Austin, TX",Information Technology
Data Crawler Engineer,BuildGroup Data Services,"Austin, TX",-1
Quantum Principal Data Scientist (Industrial-Process sector),"IBM
3.7","Austin, TX",Information Technology
"Lead Data Engineer (St. Louis, Austin or Toronto)","Mastercard
4.1","Austin, TX",Finance
Business Intelligence Analyst,Simplex,"Austin, TX",Business Services
Dell Data Scientist/AI developer,"APN Software Services Inc.
4.1","Austin, TX",Information Technology
Big Data Engineer,"SpringML
4.5","Austin, TX",Information Technology
Data Science Architect,"Onica, a Rackspace Company
4.3","Austin, TX",Information Technology
Data Analyst,"Central Health
3.6","Austin, TX",Health Care
Data Analyst,"Lightspeed Systems
4.3","Austin, TX",Information Technology
Data Scientist - Domain Intelligence & Client Security,"CloudFlare
3.7","Austin, TX",Information Technology
Data Analyst (Remote),"Cypress HCM
4.9","Austin, TX",Business Services
Data Engineer,"Sense Corp
3.8","Austin, TX",Accounting & Legal
Geospatial Software Developer and Data Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Data Scientist - Data Intelligence Engineer,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology
Data Science Resident - Galvanize Data Science Immersive Grads Only,"Galvanize
3.9","Austin, TX",Education
Spice Modeling Engineer,"Cirrus Logic
4.3","Austin, TX",Manufacturing
Junior Data Analyst,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology
Machine Learning Engineer (Imaging),"Samsung Electronics
3.6","Austin, TX",Information Technology
"Data Analyst, Lead","Booz Allen Hamilton Inc.
3.8","Austin, TX",Business Services
Learning and Development Business Intelligence Analyst,"Rose International
4.5","Austin, TX",Business Services
Data Engineer,"SADA
4.7","Austin, TX",Information Technology
Strategic Data Analyst III - Strategic Planning Divsion,"TxDOT
3.9","Austin, TX",Government
Geospatial Software Developer and Data Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Senior Data Scientist,"Ultra Electronics, Advanced Tactical Systems
3.4","Austin, TX",Aerospace & Defense
Junior Data Analyst,"Santanna Energy Services
2.6","Austin, TX","Oil, Gas, Energy & Utilities"
DATA ENGINEER,"Clinicient
2.9","Austin, TX",Information Technology
Data Engineer,"Pilytix, LLC
3.8","Austin, TX",-1
"Machine Learning Engineer - Fraud Engineering, Algorithms, and Risk","Apple
4.1","Austin, TX",Information Technology
Data Analyst - People Analytics,"OnlineMedEd
4.7","Austin, TX",Education
Data Analyst,"Robert Half
3.5","Austin, TX",Business Services
Data Engineer,"Atos Syntel Inc.
3.5","Austin, TX",Information Technology
Data Engineer II - ETL Engineer - Spectrum Enterprise,"Spectrum
2.9","Austin, TX",Telecommunications
Machine Learning Engineer - Online Retail Analytics,"Apple
4.1","Austin, TX",Information Technology
Junior Data Engineer,"ISHPI Information Technologies
3.5","Austin, TX",Information Technology
Senior Data Scientist,ARDOR IT SOLUTIONS,"Austin, TX",Information Technology
Live Operations Data Analyst,"Wargaming
3.8","Austin, TX",Media
Associate Data Engineer,"Scientific Games
3.2","Austin, TX",Information Technology
CPU Performance –Sr Principal Modeling Engineer,"Arm
4.2","Austin, TX",Information Technology
Analytical Consultant,"SAS
4.3","Austin, TX",Information Technology
Product Manager - Data Science,"The Zebra
3.9","Austin, TX",Insurance
Data Analyst,Cyclex Systems,"Austin, TX",-1
Data Engineer,"Phunware, Inc
3.2","Austin, TX",Information Technology
Senior Data Scientist - Nationwide Opportunities,"Amazon
3.9","Austin, TX",Information Technology
Microsoft Analytics Consultant,"IBM
3.7","Austin, TX",Information Technology
Research Scientist,Newormics LLC,"Austin, TX",-1
Technical Data Analyst,"Allegan General Hospital
3.7","Austin, TX",-1
"Manager, Data Science","Apple
4.1","Austin, TX",Information Technology
Data Science Engineer,OneModel,"Austin, TX",-1
Medical Lab Scientist (MLS) Evenings,"Ascension
3.3","Austin, TX",Health Care
Quantum Data Scientist- Industial Process Sector (Multiple Cities),"IBM Corporation
3.7","Austin, TX",Information Technology
Machine Learning Engineer (Imaging),"Samsung Electronics America Inc
2.9","Austin, TX",Information Technology
Lead Data Analyst,"LawnStarter
3.9","Austin, TX",Information Technology
Data Science Architect,Nomi Health,"Austin, TX",-1
Graphics (GPU) Performance Modeling Engineer,"Apple
4.1","Austin, TX",Information Technology
Quantum Principal Data Scientist (Industrial-Discrete sector),"IBM
3.7","Austin, TX",Information Technology
Data Engineer,"Amazon
3.9","Austin, TX",Information Technology
Enterprise Cloud Data Architect,"22nd Century Technologies
3.7","Austin, TX",Information Technology
Software Engineer - Data Team,"The Zebra
3.9","Austin, TX",Insurance
Microsoft Dynamics CRM Data Analyst,"IBM
3.7","Austin, TX",Information Technology
Splunk Data Analyst,"BayOne Solutions
4.1","Austin, TX",Information Technology
Data Engineer,"Tachyon Technologies
4.4","Austin, TX",Information Technology
Marketing Data Analyst,Show Me Leads,"Austin, TX",-1
Data Analyst,"Avacend, Inc.
2.5","Austin, TX",Business Services
Environmental Data Analyst - Disaster Recovery,"ICF
3.5","Austin, TX",Business Services
Reporting Data Architect,"Apple
4.1","Austin, TX",Information Technology
Senior Staff Data Engineer,"Bazaarvoice
3.7","Austin, TX",Information Technology
Business Intelligence Analyst / Data Analyst,"TalentCare
4.0","Austin, TX",Health Care
Data Engineer III,"Time Warner Cable
3.7","Austin, TX",Media
"Data Analyst, Law Enforcement Response Team","Facebook
4.5","Austin, TX",Information Technology
Data Analyst,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology
Data Engineer,"Treehouse Technology Group, LLC
4.9","Austin, TX",Information Technology
Business Intelligence Analyst,Inspire Recruitment Inc.,"Austin, TX",-1
Data Engineer - Customer Analytics Platform,"Apple
4.1","Austin, TX",Information Technology
Big Data Consultant,"Sharpedge Solutions Inc
4.7","Austin, TX",Media
Senior Data Scientist and Machine Learning Expert,"Ayata
2.4","Austin, TX",Accounting & Legal
"Data Scientist - Big Data, ML, NLP","CyberCoders
4.2","Austin, TX",Business Services
Big Data Engineer,"Onica Group
4.3","Austin, TX",Information Technology
SOC Architecture Modeling Engineer,"Amazon
3.9","Austin, TX",Information Technology
Data Engineer (Mid-Level),"CyberCoders
4.2","Austin, TX",Business Services
Algorithm Design and Analysis Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Data Engineer,"LMI
4.0","Austin, TX",Business Services
Business Intelligence Analyst,"Iconma, L.L.C.
3.6","Austin, TX",Business Services
Data Engineer,"Spruce Services, Inc","Austin, TX",Business Services
BI Data Analyst and Specialist,Sam Bharath,"West Lake Hills, TX",-1
Data Analyst III,"Wellcare
3.7","Austin, TX",Insurance
Digital Analytics and Data Science Manager,"Apple
4.1","Austin, TX",Information Technology
Information Systems Engineering Specialist (Engineering Scientist),"The University of Texas at Austin
4.3","Austin, TX",Education
"Data Engineer -- Austin, TX -- 6 Months+ Contract","Staffing Technologies
3.9","Austin, TX",Business Services
Senior Claims Data Analyst,"Healthgrades
2.8","Austin, TX",Information Technology
"Senior Data Scientist 8+ Yrs Experience - (Remote/WFH, India)",SIERA.AI,"Austin, TX",Information Technology
"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) Remote USA","FireEye Inc
3.3","Austin, TX",Information Technology
Medical Lab Scientist (MLS) 2:00pm-10:30pm,"Ascension
3.3","Austin, TX",Health Care
Analytical Consultant,"SAS Institute
3.8","Austin, TX",Information Technology
Data Engineer,"Integrated Technology Strategies, Inc.","Austin, TX",Consumer Services
"Tenured/Tenure-Track Professor, Department of Statistics & Data Sciences","University of Texas at Austin
4.3","Austin, TX",Education
"Data Scientist Active Secret Clearance - Austin, TX","Deloitte
3.9","Austin, TX",Accounting & Legal
Celonis Data Engineer & Analyst,SNIPEBRIDGE,"Austin, TX",-1
Data Engineer,"EtiVenture, Inc.
4.8","Austin, TX",Business Services
Data Analyst II,"Centene Corporation
3.3","Austin, TX",Insurance
Electronics Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Senior Data Engineer,"Uplink Talent Solutions
5.0","Austin, TX",Business Services
Data Science Instructor,"General Assembly
3.7","Austin, TX",Education
Senior Data Analyst,"Cloudflare
3.7","Austin, TX",Information Technology
Information Systems Engineering Specialist (Engineering Scientist),"Applied Research Laboratories
3.8","Austin, TX",Education
Data Analyst III,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Senior Data Engineer (ATX),"Ethos
3.1","Austin, TX",Business Services
Data Engineer (remote),"Thrivent
3.3","Austin, TX",Insurance
Data Engineer,"Octo Consulting Group
3.9","Austin, TX",Business Services
Data Engineer,"WorldQuant
4.0","Austin, TX",Finance
Data Engineer (Python/C#),"Dimensional Fund Advisors
3.2","Austin, TX",Finance
Data Engineer,BuildGroup Data Services,"Austin, TX",-1
Senior Data Engineer,"H E B
4.3","Austin, TX",Retail
Data Engineer,"OBXtek
3.4","Austin, TX",Information Technology
Senior Data Analyst,"Bazaarvoice
3.7","Austin, TX",Information Technology
Jr. Data Engineer,"IPT Associates
3.6","Austin, TX",Business Services
Data Engineer,"InfoWay Solutions LLC
2.6","Austin, TX",Information Technology
Data Engineer,"Procore Technologies
4.2","Austin, TX",Information Technology
Machine Learning Engineer (Imaging),"Samsung Austin Semiconductor
2.9","Austin, TX",Manufacturing
Data Engineer,"Horn Solutions Inc.
4.2","Austin, TX",Business Services
Business Intelligence and Data Analyst,"Teacher Retirement System of Texas
3.9","Austin, TX",Finance
Data Engineer III (E3),"Applied Materials
3.7","Austin, TX",Manufacturing
Technical Data Analyst,"Ascension
3.3","Austin, TX",Health Care
20-63 Flood Planning Data Analyst (Data Analyst III),"Texas Water Development Board
2.8","Austin, TX",Government
Data Analyst - Public Sector,"Sense Corp
3.8","Austin, TX",Accounting & Legal
Data Scientist with Security Clearance,"Federal Data Systems Inc
3.1","Austin, TX",Information Technology
Data Analyst III,"Centene Corporation
3.3","Austin, TX",Insurance
Data Management & Analytics - Consultant,"Guidehouse
3.4","Austin, TX",Business Services
Principal Machine Learning Engineer,"ForgeRock
3.9","Austin, TX",Information Technology
Data Science Resident - Galvanize Data Science Immersive Grads Only,Galvanize Inc.,"Austin, TX","Construction, Repair & Maintenance"
Data Analyst III,"Seven Seven Softwares
3.1","Austin, TX",Information Technology
MDM/Master Data Analyst ( Tibco EBX ),"Vsion Technologies Inc
4.4","Austin, TX",Information Technology
Data Analyst III,"Superior HealthPlan
3.3","Austin, TX",Health Care
Data Architect,"General Dynamics Information Technology
3.5","Austin, TX",Information Technology
"Senior SW Engineer, Data Science","FireEye Inc
3.3","Austin, TX",Information Technology
Senior Claims Data Analyst,"MedSeek
2.6","Austin, TX",Information Technology
SoC Power Modeling Engineer,"Apple
4.1","Austin, TX",Information Technology
Business Data Modeler,"E2open
3.4","Austin, TX",Information Technology
Data engineer,"Saicon Consultants Inc.
3.3","Austin, TX",Information Technology
Lead Data Engineer/Architect,"Housecall Pro
4.6","Austin, TX",Information Technology
Principal Data Engineer - Kafka SME,"Procore Technologies
4.2","Austin, TX",Information Technology
Data Engineer,"NRCCUA
4.2","Austin, TX",Education
Senior Strategy Data Analyst,"Central Health
3.6","Austin, TX",Health Care
Machine Learning Engineer | Research Scientist,Synthetik Applied Technologies,"Austin, TX",-1
Data Analyst/Data Entry/Federal Data Entry/Data Specialist,"ARK Solutions, Inc.
3.9","Austin, TX",Business Services
Managed Care Data Analyst,"Sonic Healthcare USA
2.6","Austin, TX",Health Care
Senior Data Engineer,"Unizin
5.0","Austin, TX",Education
Data Analyst IV,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Sr. Machine Learning Engineer,"Bazaarvoice
3.7","Austin, TX",Information Technology
Advanced Python Data Engineer,"Latitude, Inc.
4.0","Austin, TX",Business Services
Senior Data Engineer,"SADA
4.7","Austin, TX",Information Technology
System/Data Analyst,"22nd Century Technologies
3.7","Austin, TX",Information Technology
Teradata Data Engineer,"pddninc.net
5.0","Austin, TX",Consumer Services
"Business Applications, Infor Analytics Consultant","Grant Thornton
3.7","Austin, TX",Accounting & Legal
Analytical Consultant #2020,"SAS Institute, Inc
3.8","Austin, TX",Information Technology
Data Architect,"General Dynamics
3.5","Austin, TX",Aerospace & Defense
Data Analyst Junior,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology
"Data Engineer - Austin, TX (remote)","Georgia IT Inc.
5.0","Austin, TX",-1
Data Engineer-Sr Specialist,"Ascension
3.3","Austin, TX",Health Care
Signal Processing and Automation Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
TSDS Data QA Analyst (Data Analyst IV),"Texas Education Agency
2.8","Austin, TX",Government
Big Data Engineer,"CYNET SYSTEMS
4.0","Austin, TX",Information Technology
Quantum Principal Data Scientist- Industrial Discrete Sector Industry,"IBM Corporation
3.7","Austin, TX",Information Technology
Senior Data Analyst,Iris Plans Inc.,"Austin, TX",-1
Marketing Analytics Manager,"Aceable
4.3","Austin, TX",Education
"Research Engineering/Scientist Associate II, Department of Pediatrics, Dell Medical School","University of Texas at Austin
4.3","Austin, TX",Education
"Senior Data Engineer (St. Louis, Austin or Toronto)","Mastercard
4.1","Austin, TX",Finance
"Scientist III, Bioinformatics","Thermo Fisher Scientific
3.4","Austin, TX",Biotech & Pharmaceuticals
Medical Lab Scientist (MLS)- Evening Shift,"Ascension
3.3","Austin, TX",Health Care
"Head of Data Science, Insights, & Analytics Job Description","Onnit
3.9","Austin, TX",Consumer Services
9-1-1 Data Analyst,911 Datamaster Inc,"Austin, TX",Information Technology
Simulation Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Senior Data Engineer (ATX),"Ethos Life
4.2","Austin, TX",Information Technology
System Test Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Simulation Data Analyst,"Hyliion
2.7","Cedar Park, TX",Transportation & Logistics
Financial Controller / Data Analyst / Spreadsheet Superstar,VIAHART,"Austin, TX",-1
"Associate, Strategy and Operations (Data Analyst IV)","TEXAS EDUCATION AGENCY
2.8","Austin, TX",Government
Computer Vision Engineer and Research Scientist,Synthetik Applied Technologies,"Austin, TX",-1
Senior Business Intelligence Analyst,"Natera
4.0","Austin, TX",Biotech & Pharmaceuticals
Sr. Data Engineer,"Bright Health
3.9","Austin, TX",Health Care
Scientist III (Molecular Biology),"Infotree Service Inc
3.7","Austin, TX",Business Services
Scientist III - IVD Product Development,"Thermo Fisher Scientific
3.4","Austin, TX",Biotech & Pharmaceuticals
Digital Signal Processing Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
"Senior Scientist, Bioanalytical Study Management","Worldwide Clinical Trials
3.4","Austin, TX",Biotech & Pharmaceuticals
Dev/Ops/Build and Release Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
19-84R Team Lead (Data Analyst IV),"Texas Water Development Board
2.8","Austin, TX",Government
Data Engineer II Spectrum Enterprise,NaviSite,"Austin, TX",-1
"AVP, Big Data and Machine Learning Solutions Architect","LPL Financial
3.5","Austin, TX",Finance
Clinical Data Reporter's,"Austin Staffing, Inc.
2.8","Austin, TX",Business Services
Sr Advanced Data Architect/Data Engineer,"Ademco Inc.
3.3","Austin, TX",Business Services
"Clinical Data (Data Entry) Operator I Swing Shift, Tuesday-Saturday","Natera
4.0","Austin, TX",Biotech & Pharmaceuticals
"Data Engineer, Senior","Booz Allen Hamilton Inc.
3.8","Austin, TX",Business Services
Data Analyst V,"Texas Health & Human Services Commission
2.8","Austin, TX",Government
Field Application Scientist,L7 Informatics Inc,"Austin, TX",-1
Data Engineer,"Dutech Systems Inc
4.9","Round Rock, TX",Information Technology
Sr Snowflake Data Engineer,"EtiVenture, Inc.
4.8","Austin, TX",Business Services
Data Analyst / Data Management /ETL / Talend /Alteryx,"Avacend, Inc.
2.5","Austin, TX",Business Services
Chief Data Engineer - Army Futures Command,"SAIC
3.7","Austin, TX",Information Technology
Data Sciences Program Manager with Security Clearance,"Universal Solutions International, Inc.
3.5","Austin, TX",Aerospace & Defense
Algorithm Design and Analysis Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Scientist III (Molecular Biology),"Chipton-Ross
3.3","Austin, TX",Business Services
Staff Big Data Engineer,"Integral
2.7","Austin, TX","Construction, Repair & Maintenance"
Senior Data Engineer,"Infoblox Inc.
4.3","Austin, TX",Information Technology
Senior Cloud Data Analyst,"NVIDIA
4.6","Austin, TX",Information Technology
Chief Architect - Systems and Data Management Software,"National Instruments Corporation
3.5","Austin, TX",Manufacturing
Medical Lab Scientist (MLS) AM/PM,"Allegan General Hospital
3.7","Kyle, TX",-1
Data Engineer,"Pro-Sphere Tek
3.3","Austin, TX",Information Technology
Jr. Data Engineer with Security Clearance,"IPT Associates
3.6","Austin, TX",Business Services
Mid-Level Data Engineer,"Applied Information Sciences
4.5","Austin, TX",Information Technology
Senior Data Science Engineer,"Valkyrie Intelligence
4.7","Austin, TX",Information Technology
Scientist III (Molecular Biology),"Calsoft Labs
3.2","Austin, TX",Information Technology
Medical Lab Scientist (MLS) AM/PM,"Ascension
3.3","Kyle, TX",Health Care
Senior Data Analyst / Senior BI and Insights Analyst,"Quantilus, Inc
4.4","Round Rock, TX",Information Technology
AI/DL Data Scientist,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology
Scientist III (Molecular Biology),"Integrated Resources, Inc
3.1","Austin, TX",Business Services
Data Engineer with NiFi,"Accolite Inc
4.1","Austin, TX",Information Technology
Teradata Data Engineer,pddninc.net,"Austin, TX",-1
Senior Data Engineer,"Intelligent Waves LLC
4.0","Austin, TX",Information Technology
System Test Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Staff Software Engineer - Back End (Java - Data Focused),"Indeed
3.7","Austin, TX",Information Technology
Sr Advanced Data Architect/Data Engineer,"Resideo Technologies, Inc.
2.9","Austin, TX",Information Technology
Master Architect - AI/DL Data Scientist,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology
Data Engineer- Sr. Specialist,"Allegan General Hospital
3.7","Austin, TX",-1
Computer Science Instructor and Course Developer - Data Science,"Concordia University Texas
2.8","Austin, TX",Education
Ad Integrity Data Analyst-ATX,"ByteDance
3.8","Austin, TX",Information Technology
Enterprise Architecture & Data Analytics Manager,"Texas Association of Counties
4.1","Austin, TX",Government
Federal - Data Engineer - Senior,"Solekai Systems Corp
4.2","Austin, TX",Information Technology
Data Analyst/Program Manager,softsnippets,"Austin, TX",-1
ASW Systems and MBSE Engineering Scientist Associate,"The University of Texas at Austin
4.3","Austin, TX",Education
"Senior Behavioral Scientist - 100% Remote or Round Rock, TX","Dell Technologies
4.1","Austin, TX",Information Technology
"Senior Data Engineer (Austin, St. Louis or Toronto)","Ethoca
3.8","Austin, TX",Finance
Sonar Systems Software Engineering Scientist,"The University of Texas at Austin
4.3","Austin, TX",Education
Customer Service Supervisor (Medical Lab Scientist),"Clinical Pathology Laboratories
2.9","Austin, TX",Business Services
Senior Data Engineer / Architect,SNIPEBRIDGE,"Austin, TX",-1
Senior Data Modeler - Technical Architect,"Numentica LLC
5.0","Austin, TX",-1
Senior Data Engineer,"Praetorian
4.7","Austin, TX",Information Technology
Principal Data Engineer,"Procore Technologies
4.2","Austin, TX",Information Technology
Big Data Engineer,"Lorven Technologies Inc
4.0","Austin, TX",Accounting & Legal
Electronics Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Cloud Data Engineer,"Maven Wave Partners
4.5","Austin, TX",Business Services
"Lead Data Engineer, Cloud (Austin, St. Louis or Toronto)","Ethoca
3.8","Austin, TX",Finance
"Senior SW Engineer, Data Science ( Kubernetes/ Docker ) - Remote USA","FireEye, Inc.
3.3","Austin, TX",Information Technology
Scientist III (Molecular Biology),"CorTech LLC
2.9","Austin, TX",Business Services
AWS Data Engineer,"NextXap, Inc.
1.6","Austin, TX",Information Technology
Data Engineer,Nigel Frank International US,"Austin, TX",-1
Data Engineer,"APN Software Services Inc.
4.1","Round Rock, TX",Information Technology
Data Engineer with Security Clearance,"Octo Consulting Group
3.9","Austin, TX",Business Services
Principal Machine Learning Engineer,"KUNGFU.AI
5.0","Austin, TX",-1
JPSC-7569 - Data Modeler,"Avani Technology Solutions
4.5","Austin, TX",Information Technology
Data Science Manager,Sphere Software LLC,"Austin, TX",-1
Senior Data Engineer,Civitech,"Austin, TX",Information Technology
Software Design Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Staff Data Custodian - Onshore,"Global Foundries
3.2","Austin, TX",Manufacturing
"Scientist, Quality Control","Molecular Templates Inc
4.0","Austin, TX",Biotech & Pharmaceuticals
DPS - FIN - CAPPS Financial Senior Data Analyst,"TEXAS DEPARTMENT OF PUBLIC SAFETY
3.4","Austin, TX",Government
Senior Machine Learning Engineer,"KUNGFU.AI
5.0","Austin, TX",-1
Scientist III (Molecular Biology),"TalentBurst, Inc.
3.9","Austin, TX",Information Technology
Simulation Research Scientist Associate,"Applied Research Laboratories
3.8","Austin, TX",Education
Data Engineer- Sr. Specialist,"Ascension
3.3","Austin, TX",Health Care
SR. COMPUTER SCIENTIST - SR. RESEARCH ENGINEER - EMBEDDED SOFTWARE,"Southwest Research Institute
4.1","Austin, TX",Business Services
Data Science Director,Sphere Software LLC,"Austin, TX",-1
Dev/Ops/Build and Release Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Computer Science Instructor and Course Developer - Data Science,Concordia University of Austin TX,"Austin, TX",-1
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SIGNAL PROCESSING,"Southwest Research Institute
4.1","Austin, TX",Business Services
Austin Data Science Tutor Jobs,"Varsity Tutors
4.2","Austin, TX",Information Technology
Digital Signal Processing Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
Signal Processing and Automation Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
"Big Data Engineer/Lead/Architect - Austin, TX","Lorven Technologies Inc
4.0","Austin, TX",Accounting & Legal
Clinical Laboratory Scientist,"Texas Health and Human Services Commission
2.8","Austin, TX",Government
Data Analyst â Junior,"Staffigo Technical Services, LLC
5.0","Austin, TX",Information Technology
Kafka Data Engineer (remote),"Thrivent
3.3","Austin, TX",Insurance
Simulation Engineering Scientist,"Applied Research Laboratories
3.8","Austin, TX",Education
